Index,url,description,published date,published time,video length,views,likes,comments,shares,saves,play time,avg watch time,watched full video,new followers,retention rate (avg watch time),other (traffic),personal profile,search,for you,following,search queries,new viewers,returning viewers,non-followers,followers,Male,Female,18-24,25-34,35-44,45-54,55+,Other,US,Brazil,Mexico,UK,Vietnam,Saudi Arabia,top comments,Unnamed: 39
52,https://www.tiktok.com/@embilybond/video/7217997421081627950,The slick man.  #volume #got2bstyled #gel #got2bglued #ballroomhair #hairtok #trending #viral #live #embily #fyp #foryou #fypシ #tutorial #grwm,4/3/23,7:16 PM,35.57s,333440,6912,39,61,494,997h:44m:56s,10.8s,17.31,157,30,78.1,18.4,1.5,0.8,1.2,"turning into an egg, Embily, pelo pegado en la cara con gel",51,49,90,10,31,68,60,26,8,3,3,43.7,23.7,3.6,4.1,6.3,,,,
53,https://www.tiktok.com/@embilybond/video/7218967054261488939,"K this was a gross idea 🤢😂 THANKS TO ALL YOU 225,000 FOR HANGIN IN THERE 🫶 #volume #got2bstyled #gel #got2bglued #ballroomhair #hairtok #trending #viral #live #embily #fyp #foryou #200k #fypシ #hairspray #layerup ",4/6/23,9:59 AM,74.37s,378586,7594,33,52,451,1451h:36m:53s,13.8s,7.09,318,19,78.3,14,1.7,3.3,2.7,"evita si raja hair spray, putting 200 layers of glue in hair, 200 layers of glue hair",52,48,91,9,27,72,58,27,9,3,3,43.9,22.6,3.5,3.6,6.8,,,,
54,https://www.tiktok.com/@embilybond/video/7219418289250815274,#duet with @bradmondonyc lol whoopsies 🤭 #volume #got2bstyled #gel #got2bglued #ballroomhair #hairtok #trending #viral #live #embily #fyp #foryou #bradmondo #bradmondonyc #reaction #fypシ,4/7/23,3:10 PM,45.28s,346533,7058,37,39,453,1129h:46m:7s,11.7s,6.87,193,26,80.4,13.5,2.1,1.8,1.8,"Brad mondo reacting, got2b hair gel, ballroom hair",52,48,94,6,26,73,58,27,9,3,3,42.6,22.6,3.6,3.5,5.7,,,First views from SOUND!!!!,
55,https://www.tiktok.com/@embilybond/video/7220036312529669419,A bit of the aftermath from my 200k video 😰 #asmr #askrsounds #volume #got2bstyled #gel #got2bglued #ballroomhair #hairtok #trending #viral #live #embily #fyp #foryou #fypシ #hairspray,4/9/23,7:08 AM,8.94s,2069490,58k,720,957,4390,4275h:13m:11s,7.1s,43.12,9290,79,13.5,2.1,12.6,70.5,1.3,"putting 200 layers of glue in hair, evita si raja hair spray",45,55,98,2,15,62,53,27,11,5,4,26.2,55.6,,1,5.1,,,23% other gender like what?,
56,https://www.tiktok.com/@embilybond/video/7221047801994677547,This is my formation team in concert Love them!!! 🤭🫶 #volume #got2bstyled #gel #got2bglued #ballroomhair #hairtok #trending #viral #live #embily #fyp #foryou #meghantrainor #gucci #ballroomdance #formation #team #fypシ,4/12/23,12:34 AM,19.25s,309911,5793,44,39,429,662h:40m:34s,7.7s,13.38,157,40,87.2,11.6,0.2,0.2,0.8,"gucci dance, ball room dancing meghan trainer, trend gucci danca, ballroom team formation",51,49,86,14,23,76,59,27,8,3,3,47,19.2,5,5.3,5.1,,,,
57,https://www.tiktok.com/@embilybond/video/7221344055513484590,"Lol i dont know if i see it, do you?  #greenscreen #lookalike #amberheard #embily #live #viral #trending #fypシ #foryourpage ",4/12/23,7:43 PM,8.17s,291410,3405,36,28,175,257h:58m:0s,3.2s,12.91,79,39,84.4,12.7,1,0.5,1.4,amber heard look alike,56,44,90,10,24,75,58,27,9,3,3,47.3,20.4,5.1,4.5,5.8,,,,
58,https://www.tiktok.com/@embilybond/video/7221615553436224811,Thanks havey wavey for letting me try 😂 💕  #gorillaglue #asmr #asmrsounds #volume #got2bstyled #gel #got2bglued #ballroomhair #hairtok #trending #viral #live #embily #fyp #foryou #superglue #fypシ,4/13/23,1:16 PM,53.20s,347149,6587,41,75,695,1217h:20m:11s,12.6s,5.85,254,24,77.4,12.1,6.9,2.3,1.3,super glue cheveux 2,52,48,94,6,23,75,56,28,9,4,3,45.9,22.4,5.4,4.8,6.1,,,,
59,https://www.tiktok.com/@embilybond/video/7221658854919114026,Replying to @bk_ramshur02 also I forgot to mention our hairstyles look dope on the floor!  #greenscreen #oliveandjune #gorillaglue #got2be #volume #got2bstyled #gel #got2bglued #ballroomhair #hairtok #trending #viral #live #embily #fyp #foryou #fypシ,4/13/23,4:04 PM,21.59s,509690,6968,52,51,389,1087h:29m:3s,7.9s,16.53,317,36,59.6,9.1,30.6,0.4,0.4,"what is ballroom hair for, why is ballroom hair like that",58,42,99,1,20,79,52,31,10,4,3,36.5,38.1,4.3,4,4.6,,,,
60,https://www.tiktok.com/@embilybond/video/7223051329084771630,Apparently the taps are controversia. Do you like them? 🫣  #volume #got2bstyled #gel #got2bglued #ballroomhair #hairtok #trending #viral #live #embily #fyp #foryou #team #taps #asmr #asmrsounds #fypシ,4/17/23,10:08 AM,43.35s,2390923,264k,215,1010,11k,15110h:12m:49s,22.7s,29.74,1565,52,12.4,2.5,13.3,71,0.8,"ballroom hair washing, ballroom hair, washing ballroom hair",46,54,98,2,12,87,70,19,6,3,2,25.2,44,,,9.5,,,,
61,https://www.tiktok.com/@embilybond/video/7224290915916156206,Who said dancers were supposed to be graceful  #greenscreenvideo #volume #got2bstyled #gel #got2bglued #ballroomhair #hairtok #trending #viral #live #embily #fyp #foryou #bradmondo #reaction #fypシ,4/20/23,6:18 PM,19.48s,332338,3584,13,10,201,421h:38m:58s,4.6s,5.61,204,23,86.9,11.8,0.5,0.2,0.6,video gel capelli trend originale,49,51,87,13,22,77,58,27,9,3,3,44.3,19.7,6.9,6,5.1,,,,
62,https://www.tiktok.com/@embilybond/video/7226442319287815467,Peeling 200 layer gel wave 😎🤢 #asmr #asmrsounds  #hairspray #got2be #gel #got2bglued #hairtok  #fyp #foryou #embily,4/26/23,1:27 PM,35.48s,637707,15k,164,317,1326,2145h:15m:13s,12.2s,11.28,483,34,55.2,6.6,27,8.7,2.6,"removing 200 layers glue from my hair, putting 200 layers of glue in hair, 200 layers of glue hair",57,43,98,2,21,77,53,30,10,4,3,35.9,33.3,4.7,4.7,6.8,,,,
63,https://www.tiktok.com/@embilybond/video/7227710595464809770,#OlsaSüperOlur #greenscreen,4/29/23,11:28 PM,14.74s,351499,3626,14,24,196,427h:14m:50s,4.4s,6.57,113,30,90.3,9.1,0.1,0.1,0.4,embilybond,50,50,85,15,22,76,57,28,9,3,3,44.7,18.5,7.3,6.9,4.4,,,,
64,https://www.tiktok.com/@embilybond/video/7228005259497557291,"And before you ask… YES, my makeup does need to be that dark.  #asmr #asmrsoundsdaily #gelwave #embily #hairtok #fyp #fypシ ",4/30/23,6:32 PM,11.31s,16143327,96k,600,7281,6456,37395h:25m:23s,8.3s,40.73,6281,73,2.5,0.3,0.4,96.6,0.2,forehead wave,53,47,95,5,17,79,31,33,21,10,5,50.2,3.2,11.1,4.5,,,,,
65,https://www.tiktok.com/@embilybond/video/7229946726533090602,"Not the kind of dancing you’re expecting from me, but look at these slipperssssss 🥰 #ballroom #ballroomdance #asmr #embily #gelwave #hairtok #fyp ",5/6/23,12:06 AM,9.15s,385767,7277,30,60,386,571h:24m:40s,5.3s,21.63,211,58,90.2,8.1,0.2,0.6,0.9,"slippers asmr, embilybond",50,50,86,14,21,77,57,28,9,3,3,43.3,19.3,7.5,8,4.2,,,,
66,https://www.tiktok.com/@embilybond/video/7231046889834269998,"Replying to @pinchymanqo and some people dont tan for ballroom competitions. Personally, I think it looks better on the floor and under the lights. Hope this helped 🫶  #tanning #tanningbyshawnjohn #ballroom #embily #fyp #fypシ ",5/8/23,11:15 PM,23.8s,379740,3391,16,14,200,377h:53m:9s,3.6s,3.76,120,15,86.1,6.3,7.1,0.2,0.3,"ballroom porque se broncean, pallrom without tan",50,50,98,2,21,77,56,28,9,4,3,43.4,18.5,7.8,7.5,4.5,,,,
67,https://www.tiktok.com/@embilybond/video/7231154227127815470,So who was going to tell me my transitions were lame 😩  #ootd #dancewear #embily #ballroom #fyp #fypシ #danceclothes #foryou,5/9/23,6:11 AM,35.48s,449797,7165,37,33,513,969h:26m:10s,7.8s,4.17,445,22,92.3,7.1,0.1,0.1,0.4,,52,48,87,13,24,74,58,27,9,3,3,42.8,19.2,8.6,7.5,4,,,,
68,https://www.tiktok.com/@embilybond/video/7231592510458678574,Lol my poor retired shoes… #ballroomdance #shoes #fyp #embily #fypシ #foryou,5/10/23,10:23 AM,34.80s,424519,4817,27,19,352,469h:58m:28s,4.0s,1.93,251,11,92.9,6.5,0.2,0.1,0.3,"ballroom shoes squishy, ballroom dance shoes",47,53,85,15,22,76,56,28,9,4,3,43.2,18.8,8.7,7.7,4,,,,
69,https://www.tiktok.com/@embilybond/video/7234328925843819819,Thanks for hanging in there through this transition and i promise ill have new things coming soon!  Definitely go follow me on insta! We can we interact and i can show you what my life is like. Love you all 🫶 #embily #fyp #fypシ,5/17/23,7:31 AM,34.94s,445759,5209,18,16,258,389h:31m:53s,3.1s,0.46,292,9,94.3,5.3,0.1,0.1,0.2,"embilybond, ebily",50,50,85,15,21,77,54,29,10,4,3,41.9,21.1,6.7,7.3,3.8,,,,
70,https://www.tiktok.com/@embilybond/video/7234953079588965678,Tiktok deleted my whole video so heres the content that remains 😢 ARTSITIC SWIMMERS- tell me eveything i did wrong  #artisticswimming #embily #fyp #fypシ #foryou #knoxgelatin,5/19/23,11:53 AM,34.43s,1802064,42000,99,426,2595,5641h:13m:29s,11.3s,16.57,1753,33,31,1.9,16.3,49.8,1,"hair gel removal, swimmer hair removal gel",63,37,98,2,12,86,61,25,8,3,3,36.9,27.1,4,3.8,4.7,,,,
71,https://www.tiktok.com/@embilybond/video/7234957530701778222,Replying to @embilybond it looks so ickyyyyy #artisticswimming #embily #fyp #gel #hairtok #foryou,5/19/23,12:10 PM,19.48s,884695,16000,48,157,848,2198h:47m:25s,8.9s,19.38,325,46,62.6,3.5,8.7,24.1,1.1,"likma hair gel, Artistic Swimming Hair Removal Gel",50,50,96,4,14,84,58,27,9,3,3,41.2,26.6,4.2,4.3,6.1,,,,
72,https://www.tiktok.com/@embilybond/video/7236427157931691307,Featuring Ms Jenny 🥰 #artisticswimminghair #fyp #gel #mom #embily #hairtok #foryou,5/23/23,11:13 AM,41.52s,915361,40000,35,77,1280,3440h:38m:1s,13.5s,10.71,463,33,56.1,2.9,6.7,34.3,0,"artistic swimming hair removal gel, artistic swimming hair gel, Embily",49,51,95,5,12,85,57,28,9,3,3,33.2,31.6,3.5,3.3,9.2,,,,
73,https://www.tiktok.com/@embilybond/video/7236866287358512426,New shoes!!! And dancing on carpet in heels is not ideal 🤪 #ballroomdance #ballroom #shoes #aidashoes #embily #fyp #fypシ,5/24/23,3:37 PM,6.89s,550107,5997,22,36,362,688h:57m:17s,4.5s,34.45,193,65,93.8,4.6,1.5,0.1,0,"ballroom dance shose, aida shoes, Aida shoes",53,47,91,9,19,78,54,29,10,4,3,39.9,24.2,5.7,5.1,4.3,,,,
74,https://www.tiktok.com/@embilybond/video/7237647434543877422,"Yo forget about the high pony tail face lift, do this. Highly recommend 😎😏 #embily #fypシ #artisticswimminghair #hairtok #asmr ",5/26/23,6:08 PM,14.46s,1088327,29000,36,104,980,2433h:26m:17s,8.1s,34.14,377,56,45.1,2.2,3.4,49.3,0,"asmr gelatin hair, gelatin rambut asmr",57,43,92,8,12,86,65,23,7,3,2,37.5,27.7,2.5,2.2,11.3,,,,
75,https://www.tiktok.com/@embilybond/video/7237877613220416814,What if I did the gelatin with a gel wave in my hair 🤨 #asmr #asmrsounds #embily #artisticswimminghair #fypシ,5/27/23,9:02 AM,14.46s,17368631,751000,5362,24000,61000,43223h:32m:35s,8.9s,31.58,31233,61,4.5,0.7,18.4,76.3,0.1,"artistic swimming hair, gelatin hair",51,49,97,3,21,74,57,24,11,4,4,48.7,14,4.6,,3.4,,,,
76,https://www.tiktok.com/@embilybond/video/7239416261803904299,"Replying to @i_love_millie_3 lol everyone is asking how I got it out, and yes my hair is fine 💀 #artisticswimminghair #hairtok #knox #embily #foryou ",5/31/23,12:32 PM,33.18s,8531557,140000,623,1914,7175,39474h:56m:18s,16.6s,27.64,3682,50,10.2,0.4,20.4,69,0,"knox hair gel removal, artistic swimming hair removal",61,39,99,1,22,76,47,34,12,5,2,29.6,34.7,,,7.2,,,,
77,https://www.tiktok.com/@embilybond/video/7240180940465655082,Goin on vaca #embily #foryou #vacation #packwithme #mediterranean,6/2/23,2:00 PM,16.41s,541558,6593,24,24,357,610h:43m:15s,4.0s,6.59,187,25,95.4,4.3,0.2,0.1,0,embilybond,50,50,86,14,22,74,54,29,10,4,3,41.9,22,6,5.7,3,,,,
78,https://www.tiktok.com/@embilybond/video/7240757948211825966,"Okay okay last gelatin video for a while, I promise  #asmr #embily #asmrsounds #volume #foryou #fypシ ",6/4/23,3:20 AM,13.05s,683809,14000,57,184,1072,1751h:8m:12s,9.2s,39.27,388,71,83.6,4.3,1.2,10.9,0,"gummy hair asmr, gelatin hair removal asmr",46,54,89,11,20,75,55,29,9,4,3,41.9,22.2,5.9,5.4,4.6,,,,
79,https://www.tiktok.com/@embilybond/video/7249057778461871402,"Guys, I suck at maintaing routines but this is one of my favorites and it makes my hair look so shiny and feel so hydrated and healthy. Let me know if you try it!  #hairtok #haircare #routine #embily #asmr #foryou #hairroutine ",6/26/23,12:06 PM,45.49s,410105,7515,29,68,1100,979h:41m:11s,8.6s,3.99,254,19,93.5,5.7,0.3,0.5,0,"hair oiling routine, asmr hair oiling",47,53,87,13,22,73,55,30,9,3,3,40,21.7,7.1,7.9,2.9,,,,
80,https://www.tiktok.com/@embilybond/video/7250318342714690858,Aint it the truth  #hairtok #ballroomdance #ballroom #embily #mcdonalds,6/29/23,9:38 PM,8.78s,425692,9250,23,66,497,455h:30m:27s,3.8s,12.72,144,44,94.4,5.1,0.1,0.4,0,embilybond,49,51,84,16,23,73,56,29,9,3,3,40,21.5,7.3,8.2,3,,,,
81,https://www.tiktok.com/@embilybond/video/7252206389815299370,I cant tell if its a blessing or a curse at this point 🤡 #asmr #embily #asmrsounds #hairtok #foryou,7/4/23,11:45 AM,9.84s,1473595,53000,129,318,4996,3111h:50m:40s,7.6s,35.3,1989,78,31.9,2.5,50.9,14.7,0,"asmr tapping, Asmr tapping, asmr nail tapping",35,65,99,1,30,66,55,29,9,4,3,34.3,36.7,3.7,3.7,4.3,,,,
82,https://www.tiktok.com/@embilybond/video/7252498590948429099,"Gorilla glue works hard, but my hair gel works harder 😤 #gorillaglue #ASMR #asmrsounds #embily #hairtok #hairtok ",7/5/23,6:38 PM,13.26s,580106,10000,78,233,796,1100h:40m:40s,6.8s,27.05,406,52,90.8,4.4,4.7,0.1,0,"gorilla glue girl now, gorilla glue hair",57,43,96,4,24,72,55,30,9,3,3,38,24.4,7.4,8,2.9,,,,
83,https://www.tiktok.com/@embilybond/video/7253238518527348010,I posted the tutorial a few days ago! Do you have any products you swear by? 🧐 #ASMR #ASMRsounds #embily #hairtok #haircare #foryou,7/7/23,6:30 PM,25.28s,732381,13000,63,114,1128,2019h:29m:54s,9.9s,16.92,564,39,95.3,4,0.4,0.3,0,asmr hair,49,51,88,12,27,70,59,28,8,3,2,37.6,21.1,8.3,9.1,2.6,,,,
84,https://www.tiktok.com/@embilybond/video/7254727942087937323,Not my little hustle to turn off tbe camera 😭  thanks @Charlie for making this a thing  #getreadywithme #embily #hairtok #ballroomdance #foryou,7/11/23,6:49 PM,8.94s,654194,11000,18,37,574,946h:0m:49s,5.2s,27.81,300,58,94.4,4.1,0.3,1.2,0,"Embily, embilybond, emily ballroom dancing, get ready without me",51,49,86,14,25,71,58,28,8,3,3,38.7,20.7,8.1,8.9,2.8,,,,
85,https://www.tiktok.com/@embilybond/video/7256072920747838763,Some of the most uncomfortable sleep  #ballroomhair #hairtok #embily #foryou #gorillaglue,7/15/23,9:49 AM,8.54s,749299,13000,36,46,573,1103h:25m:0s,5.3s,27.57,230,62,91.4,4,1.8,2.8,0,"sleep bun, fat buns",50,50,93,7,27,70,58,28,8,3,3,37.7,22.4,8,8.6,2.8,,,,
86,https://www.tiktok.com/@embilybond/video/7256838211035467065,Finally got to compete again. Does anyone want a video of me taking out my hair?? 😳 #transition #hairtok #makeup #ballroomhair #embily #gorillaglue,7/17/23,11:18 AM,5.67s,812290,15000,195,234,809,1075h:2m:6s,4.8s,46.38,437,84,93.9,4.3,0.5,1.3,0,"ballroom hair removal, gorilla glue girl hair now, embilybond",48,52,89,11,28,69,58,28,8,3,3,37.5,21.5,8.5,8.9,2.6,,,,
87,https://www.tiktok.com/@embilybond/video/7257191920407940398,🔊volume UPPP Taking out my ballroom hair Hair&makeup: elegant image by jenna Tan: @tanningbyshawnjohn @Karim Roca Samhan  #asmr #asmrsounds #ballroomhair #hairtok #embily #gorillaglue #legopiece,7/18/23,10:11 AM,52.31s,175151656,8700000,97000,571000,606000,1068886h:19m:24s,21.9s,23.9,330478,42,1.2,3.3,14.5,81,0,"gorilla glue cabello, gorilla glue girl, ballroom hair removal",60,40,99,1,33,64,58,28,8,3,3,49.3,14.4,10,9.2,2,,,,
88,https://www.tiktok.com/@embilybond/video/7257942477284412715,Taking my comp makeup off 🥳 #ballroomhair #hairtok #makeup #embily #gorillaglue #foryou,7/20/23,10:43 AM,34.02s,1620696,51000,307,856,2626,6732h:4m:15s,14.9s,29,1655,44,96.5,2.6,0.3,0.6,0,"Embily, taking makeup off",48,52,89,11,30,68,62,26,7,3,2,37.2,18.9,9.7,9.3,,,,,
89,https://www.tiktok.com/@embilybond/video/7260675262621175086,Such a fun day! #vlog #ballroomdance #embily #fyp #dance #dayinmylife,7/27/23,7:28 PM,34.41s,660105,5915,24,15,275,779h:43m:34s,4.3s,1.09,325,12,94.1,5.8,0,0.1,0,,56,44,87,13,28,70,60,27,8,3,2,31,26.7,11.8,7.5,3.2,,,,
90,https://www.tiktok.com/@embilybond/video/7262771678264954158,"Hehe I think these are fun. Preping for more competition!!! 🥰
Fun clothes from @aelfricedenofficial, check their back to school outfit!

#aelfriceden #ballroomdance #embily #fyp #vlog",8/2/23,11:03 AM,31.10s,426262,5646,26,34,333,573h:55m:16s,4.9s,1.07,336,16,90.6,9,0.2,0.1,0.1,,54,46,87,13,24,74,59,27,8,3,3,35.2,19.9,9.8,9.3,4.3,,,,
91,https://www.tiktok.com/@embilybond/video/7263964525534367018,competition prep 🥰 #barbie #barbiegirl #ballroomdance #ballroom #dance #fyp #embily,8/5/23,4:12 PM,34.5s,436221,7283,34,87,586,824h:12m:5s,6.8s,4.2,298,20,85.6,13.4,0.6,0.3,0.1,"barbie dance ballroom, ballroom dance barbie, barbie ballroom dance",56,44,89,11,26,72,59,28,8,3,2,35.2,22.9,11,7,4.7,,,,
92,https://www.tiktok.com/@embilybond/video/7266464557348965674,Hehe loving making these videos!! I’m also competing this weekend so wish me luck! 🥰 @REORIA  #reoria #amazon #embily #fyp,8/12/23,9:53 AM,18.44s,281288,3718,12,35,241,406h:53m:31s,5.2s,9.5,259,28,79.5,19.6,0.3,0.4,0.2,"reoria, dance tops",54,46,87,13,28,69,57,29,9,3,2,35.5,25.9,9.2,7.2,5.1,,,,
93,https://www.tiktok.com/@embilybond/video/7266974357639941419,Ready to dance 😎 #hairtok #hairandmakeup #makeup #fyp #makeup #embily,8/13/23,6:52 AM,8.15s,274858,4205,85,31,234,371h:5m:45s,4.9s,25.08,143,60,76.7,22.1,0.1,0.8,0.3,"embilybond, embily",54,46,86,14,27,70,57,29,9,3,2,36,27.9,7.3,7.1,5.1,,,,
94,https://www.tiktok.com/@embilybond/video/7267957182086270254,"Tried a different hairstyle! Do we like the waves 🌊 or the twist 🌪️ better?

#ballroomhair #hairtok #hairandmakeup #asmr #asmrsounds #embily #fyp",8/16/23,10:26 AM,30.28s,2881261,62000,452,2995,3912,12189h:30m:22s,15.0s,22.67,2513,50,9.2,2.7,2.7,85.3,0.1,"Embily, embilybond, ballroom hair asmr, hair waves ballroom",51,49,96,4,13,85,64,25,6,2,3,27.6,7.4,1.1,1.1,,,,randomly blew up in like indonesia and middle east,
95,https://www.tiktok.com/@embilybond/video/7267979674469272874,"Replying to @Lucero_Pedroza #greenscreen haha idk you tell me though. I see sooo many people freaking out about the health of my hair. Its just hair gel, not gorilla glue!!! Yall make me laughhhhh 🤭",8/16/23,11:53 AM,14.77s,347487,4455,37,32,265,472h:2m:28s,4.9s,12.93,203,33,75.8,23.3,0.2,0.6,0.1,"embilybond, emlimby, hairy forehead girl, gel hair girl",54,46,87,13,26,71,56,30,9,3,2,37.4,29.6,7.1,5.8,5.4,,,,
96,https://www.tiktok.com/@embilybond/video/7269087706934824238,Vegas is wildin 🎰🤪 #roadtrippin #embily #vlog #fyp #foryou,8/19/23,11:33 AM,9.33s,233174,2562,7,4,125,213h:11m:6s,3.3s,10.98,88,35,66.1,33.1,0.2,0.3,0.3,embilybond,54,46,86,14,25,72,55,31,9,3,2,36.2,29.1,8.1,7.1,4.4,,,,
97,https://www.tiktok.com/@embilybond/video/7269483172432203054,"Also, I tried the lemon oil stuff. I don’t know what i did wrong but that stuff does not work.  #asmr #hairtok #asmrsounds #fyp #embily ",8/20/23,1:07 PM,17.60s,2564667,37000,35,210,1564,8346h:25m:21s,11.7s,39,853,66,7.1,3.5,3,86.3,0.1,"rubber band asmr, snap a hairband",45,55,94,6,7,92,51,32,11,4,2,32,31.7,4.2,5.5,3,,,,
98,https://www.tiktok.com/@embilybond/video/7270183183189331246,Vegas Babyyy!! Thank you Mariya for glamming me up for this comp 🥰 #asmr #asmrsounds #ballroomhair #tanningbyshawnjohn #embily #fyp #hairtok #glam,8/22/23,10:24 AM,29.77s,390098,9114,107,305,757,891h:42m:34s,8.2s,12.73,359,28,47.1,26.2,1.8,24.6,0.3,"ballroom hair removal, ballroomhair removal asmr, ballroom hair removal wash",50,50,93,7,25,73,54,31,9,4,2,35.4,26.6,6.7,6.3,5.1,,,,
99,https://www.tiktok.com/@embilybond/video/7270577363849891118,"I haven’t gone longer than a few days, but I bet it could stay for a HOT SEC  Hair ans makeup: @Mariya Usan Studio  Tanning: @Karim Roca Samhan @tanningbyshawnjohn  #hairtok #hairandmakeup #ballroomhair #embily #foryou ",8/23/23,11:53 AM,9.17s,308446,6755,28,18,293,440h:59m:53s,5.1s,22.32,137,56,57.3,36.8,0.9,4.8,0.2,"ballroom hair washing, washing ballroom hair, ballroom hair removal wash it",55,45,89,11,27,70,56,31,8,3,2,34.2,31.3,8.2,8,3.9,,,,
100,https://www.tiktok.com/@embilybond/video/7271296330390113578,How the gel wave is made. Thank you Mariya!!  #ballroom #hairtok #makeup #ballroomhair #embily #foryou,8/25/23,10:23 AM,17.40s,469547,16000,48,234,1155,1603h:58m:43s,12.3s,40.66,321,71,44.1,31.5,7.6,15.8,0.5,"gel waves hairstyle, embilybond",55,45,96,4,25,73,54,32,9,3,2,39.3,26,8,8.1,3.9,,,got 0.5% from sound,
101,https://www.tiktok.com/@embilybond/video/7271579985310125354,Replying to @Foxygalaxy@ me and my super cool new partner dancing a     💥CHA CHA💥 💃Thank you @Karim Roca Samhan and @tanningbyshawnjohn !!! #chacha #ballroom #ballroomdance #hairtok #embily #foryou #tanningbyshawnjohn,8/26/23,4:45 AM,24.92s,402967,20000,97,196,1178,1604h:55m:47s,14.3s,26.25,642,58,54.5,40.3,2.5,2.3,0.4,"ballroom dancing, embilybond, chacha dance, ballroom dance",55,45,93,7,28,69,57,30,8,3,2,35.1,29.9,8.3,8.4,3.4,,,,
102,https://www.tiktok.com/@embilybond/video/7271742126898105643,"Also while those hairs were growing out, nothing. I mean nothing. Would keep them down 😭💀 @REORIA  #reoria #greenscreen #embily #foryou #storytime #fyp",8/26/23,3:13 PM,96.97s,323808,3567,12,14,205,713h:26m:9s,7.9s,1.79,134,8,58.2,4.12,0.2,0.3,0.1,embilybond,57,43,88,12,30,67,57,30,8,3,2,35.8,27.5,9.5,9.3,3.2,,,,
103,https://www.tiktok.com/@embilybond/video/7272093061449076011,A walking jumpscare.  #embily #makeup #hairtok #foryou #hairandmakeup #fyp,8/27/23,1:55 PM,14.37s,361374,5782,51,30,245,713h:8m:52s,7.1s,28.25,140,49,53.8,43.6,0.1,2.1,0.4,"Embily, emily takes off her makeup",57,43,88,12,29,68,57,30,8,3,2,37.4,26.9,8.6,9,3.3,,,,
104,https://www.tiktok.com/@embilybond/video/7272779539867077930,Lowkey a chore when it’s midnight and you’ve been dancing all day #ballroomhair #embily #momsoftiktok #hairtok #foryou #fyp,8/29/23,10:19 AM,25.50s,5000828,462000,130,839,23000,23049h:31m:26s,16.7s,42.46,7422,65,4.7,4,12.8,78.5,0,"ballroom hair, ballroom hair washing, ballroom hair removal wash it, ballroom hair removal, washing ballroom hair",44,56,98,2,7,92,45,37,11,4,3,11.3,73.3,0.8,0.8,5.7,,,,
105,https://www.tiktok.com/@embilybond/video/7273519543471918378,Literally smiling from ear to ear. So excited to have a creation from Michael Chen!!  #ballroomdress #dress #embily #unboxing #yp #foryou,8/31/23,10:10 AM,20.48s,394899,4500,50,42,306,484h:2m:26s,4.4s,4.1,222,22,45.1,53.6,0.2,1,0.1,"ballroom dress, Ballroom dress, embilybond",58,42,89,11,31,66,58,29,8,3,2,37.1,27.4,8.8,9.2,3.1,,,,
106,https://www.tiktok.com/@embilybond/video/7274277631300881706,Ready to compete at embassy!!! But also fr where did my sock go… 🤨 #competition #embily #packing #foryou #fyp,9/2/23,11:12 AM,7.55s,303008,2456,6,13,148,234h:45m:10s,2.8s,8.78,73,37,31.6,67.4,0.2,0.5,0.3,,57,43,88,12,29,68,57,30,8,3,2,39.9,24.1,8.1,9.8,3.3,,,,
107,https://www.tiktok.com/@embilybond/video/7275342368457461034,"Whoever suggested this audio, you’re a genius and I love you.  #barbie #hair #hairtok #ballroom #foryou #fyp #hairspray #embily ",9/5/23,8:04 AM,7.43s,290742,3271,11,10,198,255h:10m:0s,3.2s,13.04,85,43,17,81.7,0.1,0.8,0.4,evita si raja hair spray,58,42,89,11,29,68,57,30,8,3,2,41.9,21.6,7.8,10.1,3.4,,,,
108,https://www.tiktok.com/@embilybond/video/7275764736648662314,#duet with @Mariya Usan Studio Thank you Mariya!!! 🫶 #ballroomdance #hairandmakeup #hairtok #makeup #embily #fyp #costume #foryou,9/6/23,11:23 AM,12.91s,365640,5677,12,30,271,643h:41m:27s,6.3s,6.89,210,49,11.8,87.5,0.2,0.1,0.4,"mariya usan studio, Embily",61,39,91,9,29,68,57,30,8,3,2,41.3,22.4,7.3,10.3,3.5,,,,
109,https://www.tiktok.com/@embilybond/video/7276103360682495275,"Not as crunchy this time. Sorry, the hot tub was calling my name 😭 ✨Hair and makeup✨ by @Mariya Usan Studio 🫶 #asmr #asmrsounds #hairtok #gelwave #embily #foryou ",9/7/23,9:17 AM,15.90s,984896,16000,112,421,1162,2029h:33m:37s,7.2s,24.46,488,45,6.1,37.2,3.7,52.5,0.5,"peeling gel off hair, gel wax asmr",63,37,95,55,20,78,58,29,8,3,2,38.4,16.8,9.4,12,2.6,,,,
110,https://www.tiktok.com/@embilybond/video/7276863084512251182,Replying to @👻 also the water was a lot hotter than I was expecting lol.  #hairtok #gelwave #embily #foryou #hairandmakeup #fyp,9/9/23,10:25 AM,7.24s,1737259,40000,232,92,1872,4623h:51m:22s,9.6s,78.85,1105,67,70.8,23.2,2.1,33.7,0.2,"emily jelly hair, embilybond",60,40,98,2,33,64,62,28,6,2,2,42.9,19.5,6.6,9.5,3.8,,,,
